"id","external_id","property_id","unit_id","asset_id","workflow_item_id","category","description","priority","status","created_date","first_response_date","completed_date","sla_deadline_hours","sla_status","sla_response_delay_hours","is_system_generated","raw_data","import_batch_id","imported_at","updated_at","assigned_to","notes","region_name","property_name_raw","unit_number_raw","turn_id","scheduled_date","estimated_hours","actual_hours","stage","stage_status","days_in_stage","is_blocked","delay_reason","vendor","bottleneck_flag","bottleneck_type","aggregation_scope"
"42","WO-017","5","517",,"527","Appliance","Routine turn progression for unit 117","medium","completed","""2026-03-31T00:00:00.000Z""",,"""2026-04-06T00:00:00.000Z""","24","missed","146.24","false","{""notes"":""Baseline comparison row"",""stage"":""Maintenance"",""status"":""Completed"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-017"",""category"":""Appliance"",""priority"":""Medium"",""is_blocked"":""False"",""assigned_to"":""Tech Sara"",""description"":""Routine turn progression for unit 117"",""region_name"":""North Region"",""unit_number"":""117"",""actual_hours"":""4"",""created_date"":""2026-03-31"",""delay_reason"":"""",""stage_status"":""completed"",""days_in_stage"":""3"",""property_name"":""Stonewood Village"",""work_order_id"":""WO-017"",""completed_date"":""2026-04-06"",""scheduled_date"":""2026-04-04"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:06.949Z""","""2026-04-07T02:14:06.949Z""","Tech Sara","Baseline comparison row","North Region","Stonewood Village","117","TURN-017","""2026-04-04T00:00:00.000Z""","3","4","Maintenance","completed","3","false",,"Internal Maintenance","false","none","unit,property,regional"
"43","WO-018","5",,,"528","Appliance","Routine turn progression for unit 118","high","submitted","""2026-03-29T00:00:00.000Z""",,,"24","missed","194.24","false","{""notes"":""Baseline comparison row"",""stage"":""Trash Out"",""status"":""Open"",""vendor"":""Internal Turn Crew"",""turn_id"":""TURN-018"",""category"":""Appliance"",""priority"":""High"",""is_blocked"":""False"",""assigned_to"":""Tech Sara"",""description"":""Routine turn progression for unit 118"",""region_name"":""North Region"",""unit_number"":""118"",""actual_hours"":""2"",""created_date"":""2026-03-29"",""delay_reason"":"""",""stage_status"":""completed"",""days_in_stage"":""3"",""property_name"":""Stonewood Village"",""work_order_id"":""WO-018"",""completed_date"":"""",""scheduled_date"":""2026-03-30"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""6"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:06.965Z""","""2026-04-07T02:14:06.965Z""","Tech Sara","Baseline comparison row","North Region","Stonewood Village","118","TURN-018","""2026-03-30T00:00:00.000Z""","6","2","Trash Out","completed","3","false",,"Internal Turn Crew","false","none","unit,property,regional"
"44","WO-019","5","814",,"529","General","Routine turn progression for unit 119","medium","submitted","""2026-04-01T00:00:00.000Z""",,,"24","missed","122.24","false","{""notes"":""Baseline comparison row"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-019"",""category"":""General"",""priority"":""Medium"",""is_blocked"":""False"",""assigned_to"":""Tech Sara"",""description"":""Routine turn progression for unit 119"",""region_name"":""North Region"",""unit_number"":""119"",""actual_hours"":""0"",""created_date"":""2026-04-01"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""3"",""property_name"":""Stonewood Village"",""work_order_id"":""WO-019"",""completed_date"":"""",""scheduled_date"":""2026-03-31"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:06.977Z""","""2026-04-07T02:14:06.977Z""","Tech Sara","Baseline comparison row","North Region","Stonewood Village","119","TURN-019","""2026-03-31T00:00:00.000Z""","3","0","Cleaning","in_progress","3","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"45","WO-020","5","130",,"530","General","Routine turn progression for unit 120","high","in_progress","""2026-03-30T00:00:00.000Z""",,,"24","missed","170.24","false","{""notes"":""Baseline comparison row"",""stage"":""Paint"",""status"":""In Progress"",""vendor"":""Fresh Coat Contractors"",""turn_id"":""TURN-020"",""category"":""General"",""priority"":""High"",""is_blocked"":""False"",""assigned_to"":""Team B"",""description"":""Routine turn progression for unit 120"",""region_name"":""North Region"",""unit_number"":""120"",""actual_hours"":""2"",""created_date"":""2026-03-30"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""1"",""property_name"":""Stonewood Village"",""work_order_id"":""WO-020"",""completed_date"":"""",""scheduled_date"":""2026-04-01"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""6"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:06.990Z""","""2026-04-07T02:14:06.990Z""","Team B","Baseline comparison row","North Region","Stonewood Village","120","TURN-020","""2026-04-01T00:00:00.000Z""","6","2","Paint","in_progress","1","false",,"Fresh Coat Contractors","false","none","unit,property,regional"
"46","WO-021","8",,,"531","Plumbing","Plumbing repair backlog holding turn progress in unit 201","critical","in_progress","""2026-03-29T00:00:00.000Z""",,,"24","missed","194.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-021"",""category"":""Plumbing"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Tech Alex"",""description"":""Plumbing repair backlog holding turn progress in unit 201"",""region_name"":""North Region"",""unit_number"":""201"",""actual_hours"":""4"",""created_date"":""2026-03-29"",""delay_reason"":""Awaiting follow-up diagnosis"",""stage_status"":""in_progress"",""days_in_stage"":""8"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-021"",""completed_date"":"""",""scheduled_date"":""2026-03-30"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""7"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.005Z""","""2026-04-07T02:14:07.005Z""","Tech Alex","Stress-test maintenance bottleneck","North Region","Cedars of Chili","201","TURN-021","""2026-03-30T00:00:00.000Z""","7","4","Maintenance","in_progress","8","true","Awaiting follow-up diagnosis","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"47","WO-022","8",,,"532","Plumbing","Plumbing repair backlog holding turn progress in unit 202","critical","in_progress","""2026-03-28T00:00:00.000Z""",,,"24","missed","218.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-022"",""category"":""Plumbing"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Tech Mike"",""description"":""Plumbing repair backlog holding turn progress in unit 202"",""region_name"":""North Region"",""unit_number"":""202"",""actual_hours"":""4"",""created_date"":""2026-03-28"",""delay_reason"":""Staff shortage"",""stage_status"":""in_progress"",""days_in_stage"":""5"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-022"",""completed_date"":"""",""scheduled_date"":""2026-03-29"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""6"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.016Z""","""2026-04-07T02:14:07.016Z""","Tech Mike","Stress-test maintenance bottleneck","North Region","Cedars of Chili","202","TURN-022","""2026-03-29T00:00:00.000Z""","6","4","Maintenance","in_progress","5","true","Staff shortage","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"48","WO-023","8",,,"533","HVAC","HVAC repair backlog holding turn progress in unit 203","critical","in_progress","""2026-03-27T00:00:00.000Z""",,,"24","missed","242.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-023"",""category"":""HVAC"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Tech Mike"",""description"":""HVAC repair backlog holding turn progress in unit 203"",""region_name"":""North Region"",""unit_number"":""203"",""actual_hours"":""2"",""created_date"":""2026-03-27"",""delay_reason"":""Multiple repairs discovered"",""stage_status"":""in_progress"",""days_in_stage"":""5"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-023"",""completed_date"":"""",""scheduled_date"":""2026-03-28"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""6"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.029Z""","""2026-04-07T02:14:07.029Z""","Tech Mike","Stress-test maintenance bottleneck","North Region","Cedars of Chili","203","TURN-023","""2026-03-28T00:00:00.000Z""","6","2","Maintenance","in_progress","5","true","Multiple repairs discovered","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"49","WO-024","8",,,"534","HVAC","HVAC repair backlog holding turn progress in unit 204","critical","in_progress","""2026-03-26T00:00:00.000Z""",,,"24","missed","266.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-024"",""category"":""HVAC"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Tech Mike"",""description"":""HVAC repair backlog holding turn progress in unit 204"",""region_name"":""North Region"",""unit_number"":""204"",""actual_hours"":""2"",""created_date"":""2026-03-26"",""delay_reason"":""Parts unavailable"",""stage_status"":""in_progress"",""days_in_stage"":""9"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-024"",""completed_date"":"""",""scheduled_date"":""2026-03-27"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.040Z""","""2026-04-07T02:14:07.040Z""","Tech Mike","Stress-test maintenance bottleneck","North Region","Cedars of Chili","204","TURN-024","""2026-03-27T00:00:00.000Z""","3","2","Maintenance","in_progress","9","true","Parts unavailable","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"50","WO-025","8",,,"535","Electrical","Electrical repair backlog holding turn progress in unit 205","critical","in_progress","""2026-03-25T00:00:00.000Z""",,,"24","missed","290.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-025"",""category"":""Electrical"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Tech Alex"",""description"":""Electrical repair backlog holding turn progress in unit 205"",""region_name"":""North Region"",""unit_number"":""205"",""actual_hours"":""1"",""created_date"":""2026-03-25"",""delay_reason"":""Staff shortage"",""stage_status"":""in_progress"",""days_in_stage"":""11"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-025"",""completed_date"":"""",""scheduled_date"":""2026-03-26"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.052Z""","""2026-04-07T02:14:07.052Z""","Tech Alex","Stress-test maintenance bottleneck","North Region","Cedars of Chili","205","TURN-025","""2026-03-26T00:00:00.000Z""","3","1","Maintenance","in_progress","11","true","Staff shortage","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"51","WO-026","8",,,"536","Plumbing","Plumbing repair backlog holding turn progress in unit 206","high","in_progress","""2026-03-24T00:00:00.000Z""",,,"24","missed","314.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-026"",""category"":""Plumbing"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Mike"",""description"":""Plumbing repair backlog holding turn progress in unit 206"",""region_name"":""North Region"",""unit_number"":""206"",""actual_hours"":""3"",""created_date"":""2026-03-24"",""delay_reason"":""Multiple repairs discovered"",""stage_status"":""in_progress"",""days_in_stage"":""7"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-026"",""completed_date"":"""",""scheduled_date"":""2026-03-25"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""8"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.062Z""","""2026-04-07T02:14:07.062Z""","Tech Mike","Stress-test maintenance bottleneck","North Region","Cedars of Chili","206","TURN-026","""2026-03-25T00:00:00.000Z""","8","3","Maintenance","in_progress","7","true","Multiple repairs discovered","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"52","WO-027","8",,,"537","Plumbing","Plumbing repair backlog holding turn progress in unit 207","high","in_progress","""2026-03-23T00:00:00.000Z""",,,"24","missed","338.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-027"",""category"":""Plumbing"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Mike"",""description"":""Plumbing repair backlog holding turn progress in unit 207"",""region_name"":""North Region"",""unit_number"":""207"",""actual_hours"":""4"",""created_date"":""2026-03-23"",""delay_reason"":""Awaiting follow-up diagnosis"",""stage_status"":""in_progress"",""days_in_stage"":""8"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-027"",""completed_date"":"""",""scheduled_date"":""2026-03-24"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.073Z""","""2026-04-07T02:14:07.073Z""","Tech Mike","Stress-test maintenance bottleneck","North Region","Cedars of Chili","207","TURN-027","""2026-03-24T00:00:00.000Z""","3","4","Maintenance","in_progress","8","true","Awaiting follow-up diagnosis","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"53","WO-028","8",,,"538","Plumbing","Plumbing repair backlog holding turn progress in unit 208","high","in_progress","""2026-03-22T00:00:00.000Z""",,,"24","missed","362.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-028"",""category"":""Plumbing"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Sara"",""description"":""Plumbing repair backlog holding turn progress in unit 208"",""region_name"":""North Region"",""unit_number"":""208"",""actual_hours"":""2"",""created_date"":""2026-03-22"",""delay_reason"":""Multiple repairs discovered"",""stage_status"":""in_progress"",""days_in_stage"":""5"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-028"",""completed_date"":"""",""scheduled_date"":""2026-03-23"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.085Z""","""2026-04-07T02:14:07.085Z""","Tech Sara","Stress-test maintenance bottleneck","North Region","Cedars of Chili","208","TURN-028","""2026-03-23T00:00:00.000Z""","3","2","Maintenance","in_progress","5","true","Multiple repairs discovered","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"54","WO-029","8",,,"539","Electrical","Electrical repair backlog holding turn progress in unit 209","high","in_progress","""2026-03-21T00:00:00.000Z""",,,"24","missed","386.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-029"",""category"":""Electrical"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Sara"",""description"":""Electrical repair backlog holding turn progress in unit 209"",""region_name"":""North Region"",""unit_number"":""209"",""actual_hours"":""2"",""created_date"":""2026-03-21"",""delay_reason"":""Parts unavailable"",""stage_status"":""in_progress"",""days_in_stage"":""9"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-029"",""completed_date"":"""",""scheduled_date"":""2026-03-22"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""8"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.095Z""","""2026-04-07T02:14:07.095Z""","Tech Sara","Stress-test maintenance bottleneck","North Region","Cedars of Chili","209","TURN-029","""2026-03-22T00:00:00.000Z""","8","2","Maintenance","in_progress","9","true","Parts unavailable","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"55","WO-030","8",,,"540","Appliance","Appliance repair backlog holding turn progress in unit 210","high","in_progress","""2026-03-20T00:00:00.000Z""",,,"24","missed","410.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-030"",""category"":""Appliance"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Alex"",""description"":""Appliance repair backlog holding turn progress in unit 210"",""region_name"":""North Region"",""unit_number"":""210"",""actual_hours"":""2"",""created_date"":""2026-03-20"",""delay_reason"":""Parts unavailable"",""stage_status"":""in_progress"",""days_in_stage"":""10"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-030"",""completed_date"":"""",""scheduled_date"":""2026-03-21"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""5"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.106Z""","""2026-04-07T02:14:07.106Z""","Tech Alex","Stress-test maintenance bottleneck","North Region","Cedars of Chili","210","TURN-030","""2026-03-21T00:00:00.000Z""","5","2","Maintenance","in_progress","10","true","Parts unavailable","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"56","WO-031","8",,,"541","Electrical","Electrical repair backlog holding turn progress in unit 211","high","in_progress","""2026-03-19T00:00:00.000Z""",,,"24","missed","434.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-031"",""category"":""Electrical"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Alex"",""description"":""Electrical repair backlog holding turn progress in unit 211"",""region_name"":""North Region"",""unit_number"":""211"",""actual_hours"":""3"",""created_date"":""2026-03-19"",""delay_reason"":""Multiple repairs discovered"",""stage_status"":""in_progress"",""days_in_stage"":""9"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-031"",""completed_date"":"""",""scheduled_date"":""2026-03-20"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.117Z""","""2026-04-07T02:14:07.117Z""","Tech Alex","Stress-test maintenance bottleneck","North Region","Cedars of Chili","211","TURN-031","""2026-03-20T00:00:00.000Z""","3","3","Maintenance","in_progress","9","true","Multiple repairs discovered","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
"57","WO-032","8",,,"542","Appliance","Appliance repair backlog holding turn progress in unit 212","high","in_progress","""2026-03-18T00:00:00.000Z""",,,"24","missed","458.24","false","{""notes"":""Stress-test maintenance bottleneck"",""stage"":""Maintenance"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-032"",""category"":""Appliance"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Tech Sara"",""description"":""Appliance repair backlog holding turn progress in unit 212"",""region_name"":""North Region"",""unit_number"":""212"",""actual_hours"":""3"",""created_date"":""2026-03-18"",""delay_reason"":""Staff shortage"",""stage_status"":""in_progress"",""days_in_stage"":""10"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-032"",""completed_date"":"""",""scheduled_date"":""2026-03-19"",""bottleneck_flag"":""True"",""bottleneck_type"":""blocked_gate_stage"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.127Z""","""2026-04-07T02:14:07.127Z""","Tech Sara","Stress-test maintenance bottleneck","North Region","Cedars of Chili","212","TURN-032","""2026-03-19T00:00:00.000Z""","4","3","Maintenance","in_progress","10","true","Staff shortage","Internal Maintenance","true","blocked_gate_stage","unit,property,regional"
