"id","external_id","property_id","unit_id","asset_id","workflow_item_id","category","description","priority","status","created_date","first_response_date","completed_date","sla_deadline_hours","sla_status","sla_response_delay_hours","is_system_generated","raw_data","import_batch_id","imported_at","updated_at","assigned_to","notes","region_name","property_name_raw","unit_number_raw","turn_id","scheduled_date","estimated_hours","actual_hours","stage","stage_status","days_in_stage","is_blocked","delay_reason","vendor","bottleneck_flag","bottleneck_type","aggregation_scope"
"75","WO-050","6",,,"560","Turn","Inspection failure triggered rework in unit 306","high","in_progress","""2026-03-25T00:00:00.000Z""",,,"24","missed","290.24","false","{""notes"":""Stress-test inspection/rework logic"",""stage"":""Rework"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-050"",""category"":""Turn"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Team B"",""description"":""Inspection failure triggered rework in unit 306"",""region_name"":""East Region"",""unit_number"":""306"",""actual_hours"":""2"",""created_date"":""2026-03-25"",""delay_reason"":""Inspection failed - maintenance punch list incomplete"",""stage_status"":""in_progress"",""days_in_stage"":""4"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-050"",""completed_date"":"""",""scheduled_date"":""2026-03-26"",""bottleneck_flag"":""True"",""bottleneck_type"":""rework_loop"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.342Z""","""2026-04-07T02:14:07.342Z""","Team B","Stress-test inspection/rework logic","East Region","Maple Ridge Apartments","306","TURN-050","""2026-03-26T00:00:00.000Z""","3","2","Rework","in_progress","4","true","Inspection failed - maintenance punch list incomplete","Internal Maintenance","true","rework_loop","unit,property,regional"
"76","WO-051","6",,,"561","Turn","Inspection failure triggered rework in unit 307","critical","in_progress","""2026-03-24T00:00:00.000Z""",,,"24","missed","314.24","false","{""notes"":""Stress-test inspection/rework logic"",""stage"":""Rework"",""status"":""In Progress"",""vendor"":""Property Supervisor"",""turn_id"":""TURN-051"",""category"":""Turn"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Property Supervisor"",""description"":""Inspection failure triggered rework in unit 307"",""region_name"":""East Region"",""unit_number"":""307"",""actual_hours"":""3"",""created_date"":""2026-03-24"",""delay_reason"":""Inspection failed - maintenance punch list incomplete"",""stage_status"":""in_progress"",""days_in_stage"":""7"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-051"",""completed_date"":"""",""scheduled_date"":""2026-03-25"",""bottleneck_flag"":""True"",""bottleneck_type"":""rework_loop"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.353Z""","""2026-04-07T02:14:07.353Z""","Property Supervisor","Stress-test inspection/rework logic","East Region","Maple Ridge Apartments","307","TURN-051","""2026-03-25T00:00:00.000Z""","4","3","Rework","in_progress","7","true","Inspection failed - maintenance punch list incomplete","Property Supervisor","true","rework_loop","unit,property,regional"
"77","WO-052","6",,,"562","Turn","Inspection failure triggered rework in unit 308","critical","in_progress","""2026-03-23T00:00:00.000Z""",,,"24","missed","338.24","false","{""notes"":""Stress-test inspection/rework logic"",""stage"":""Rework"",""status"":""In Progress"",""vendor"":""Property Supervisor"",""turn_id"":""TURN-052"",""category"":""Turn"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Team B"",""description"":""Inspection failure triggered rework in unit 308"",""region_name"":""East Region"",""unit_number"":""308"",""actual_hours"":""3"",""created_date"":""2026-03-23"",""delay_reason"":""Inspection failed - cleaning incomplete"",""stage_status"":""in_progress"",""days_in_stage"":""8"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-052"",""completed_date"":"""",""scheduled_date"":""2026-03-24"",""bottleneck_flag"":""True"",""bottleneck_type"":""rework_loop"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.364Z""","""2026-04-07T02:14:07.364Z""","Team B","Stress-test inspection/rework logic","East Region","Maple Ridge Apartments","308","TURN-052","""2026-03-24T00:00:00.000Z""","4","3","Rework","in_progress","8","true","Inspection failed - cleaning incomplete","Property Supervisor","true","rework_loop","unit,property,regional"
"78","WO-053","6",,,"563","Turn","Inspection failure triggered rework in unit 309","critical","in_progress","""2026-03-22T00:00:00.000Z""",,,"24","missed","362.24","false","{""notes"":""Stress-test inspection/rework logic"",""stage"":""Rework"",""status"":""In Progress"",""vendor"":""Property Supervisor"",""turn_id"":""TURN-053"",""category"":""Turn"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Property Supervisor"",""description"":""Inspection failure triggered rework in unit 309"",""region_name"":""East Region"",""unit_number"":""309"",""actual_hours"":""1"",""created_date"":""2026-03-22"",""delay_reason"":""Inspection failed - cleaning incomplete"",""stage_status"":""in_progress"",""days_in_stage"":""6"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-053"",""completed_date"":"""",""scheduled_date"":""2026-03-23"",""bottleneck_flag"":""True"",""bottleneck_type"":""rework_loop"",""estimated_hours"":""2"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.375Z""","""2026-04-07T02:14:07.375Z""","Property Supervisor","Stress-test inspection/rework logic","East Region","Maple Ridge Apartments","309","TURN-053","""2026-03-23T00:00:00.000Z""","2","1","Rework","in_progress","6","true","Inspection failed - cleaning incomplete","Property Supervisor","true","rework_loop","unit,property,regional"
"79","WO-054","6",,,"564","Turn","Inspection failure triggered rework in unit 310","critical","in_progress","""2026-03-21T00:00:00.000Z""",,,"24","missed","386.24","false","{""notes"":""Stress-test inspection/rework logic"",""stage"":""Rework"",""status"":""In Progress"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-054"",""category"":""Turn"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Team B"",""description"":""Inspection failure triggered rework in unit 310"",""region_name"":""East Region"",""unit_number"":""310"",""actual_hours"":""2"",""created_date"":""2026-03-21"",""delay_reason"":""Inspection failed - cleaning incomplete"",""stage_status"":""in_progress"",""days_in_stage"":""7"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-054"",""completed_date"":"""",""scheduled_date"":""2026-03-22"",""bottleneck_flag"":""True"",""bottleneck_type"":""rework_loop"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.387Z""","""2026-04-07T02:14:07.387Z""","Team B","Stress-test inspection/rework logic","East Region","Maple Ridge Apartments","310","TURN-054","""2026-03-22T00:00:00.000Z""","3","2","Rework","in_progress","7","true","Inspection failed - cleaning incomplete","Internal Maintenance","true","rework_loop","unit,property,regional"
"80","WO-055","6",,,"565","General","Regular unit progression for unit 311","low","submitted","""2026-04-04T00:00:00.000Z""",,,"24","missed","50.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-055"",""category"":""General"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Vendor Liaison"",""description"":""Regular unit progression for unit 311"",""region_name"":""East Region"",""unit_number"":""311"",""actual_hours"":""2"",""created_date"":""2026-04-04"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""0"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-055"",""completed_date"":"""",""scheduled_date"":""2026-04-03"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""1"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.398Z""","""2026-04-07T02:14:07.398Z""","Vendor Liaison","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","311","TURN-055","""2026-04-03T00:00:00.000Z""","1","2","Cleaning","in_progress","0","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"81","WO-056","6",,,"566","Turn","Regular unit progression for unit 312","low","submitted","""2026-04-02T00:00:00.000Z""",,,"24","missed","98.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-056"",""category"":""Turn"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Tech Mike"",""description"":""Regular unit progression for unit 312"",""region_name"":""East Region"",""unit_number"":""312"",""actual_hours"":""0"",""created_date"":""2026-04-02"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""2"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-056"",""completed_date"":"""",""scheduled_date"":""2026-04-06"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.417Z""","""2026-04-07T02:14:07.417Z""","Tech Mike","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","312","TURN-056","""2026-04-06T00:00:00.000Z""","4","0","Cleaning","in_progress","2","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"82","WO-057","6",,,"567","Appliance","Regular unit progression for unit 313","high","completed","""2026-04-03T00:00:00.000Z""",,"""2026-04-05T00:00:00.000Z""","24","missed","74.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Completed"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-057"",""category"":""Appliance"",""priority"":""High"",""is_blocked"":""False"",""assigned_to"":""Vendor Liaison"",""description"":""Regular unit progression for unit 313"",""region_name"":""East Region"",""unit_number"":""313"",""actual_hours"":""3"",""created_date"":""2026-04-03"",""delay_reason"":"""",""stage_status"":""completed"",""days_in_stage"":""0"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-057"",""completed_date"":""2026-04-05"",""scheduled_date"":""2026-04-06"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""2"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.429Z""","""2026-04-07T02:14:07.429Z""","Vendor Liaison","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","313","TURN-057","""2026-04-06T00:00:00.000Z""","2","3","Cleaning","completed","0","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"83","WO-058","6",,,"568","Turn","Regular unit progression for unit 314","medium","in_progress","""2026-04-03T00:00:00.000Z""",,,"24","missed","74.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Paint"",""status"":""In Progress"",""vendor"":""Fresh Coat Contractors"",""turn_id"":""TURN-058"",""category"":""Turn"",""priority"":""Medium"",""is_blocked"":""False"",""assigned_to"":""Team B"",""description"":""Regular unit progression for unit 314"",""region_name"":""East Region"",""unit_number"":""314"",""actual_hours"":""4"",""created_date"":""2026-04-03"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""1"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-058"",""completed_date"":"""",""scheduled_date"":""2026-04-04"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.443Z""","""2026-04-07T02:14:07.443Z""","Team B","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","314","TURN-058","""2026-04-04T00:00:00.000Z""","4","4","Paint","in_progress","1","false",,"Fresh Coat Contractors","false","none","unit,property,regional"
"84","WO-059","6",,,"569","General","Regular unit progression for unit 315","low","submitted","""2026-04-06T00:00:00.000Z""",,,"24","missed","2.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-059"",""category"":""General"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Tech Mike"",""description"":""Regular unit progression for unit 315"",""region_name"":""East Region"",""unit_number"":""315"",""actual_hours"":""4"",""created_date"":""2026-04-06"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""1"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-059"",""completed_date"":"""",""scheduled_date"":""2026-04-01"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""5"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.455Z""","""2026-04-07T02:14:07.455Z""","Tech Mike","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","315","TURN-059","""2026-04-01T00:00:00.000Z""","5","4","Cleaning","in_progress","1","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"85","WO-060","6",,,"570","Appliance","Regular unit progression for unit 316","high","in_progress","""2026-03-31T00:00:00.000Z""",,,"24","missed","146.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Paint"",""status"":""In Progress"",""vendor"":""Fresh Coat Contractors"",""turn_id"":""TURN-060"",""category"":""Appliance"",""priority"":""High"",""is_blocked"":""False"",""assigned_to"":""Vendor Liaison"",""description"":""Regular unit progression for unit 316"",""region_name"":""East Region"",""unit_number"":""316"",""actual_hours"":""4"",""created_date"":""2026-03-31"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""3"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-060"",""completed_date"":"""",""scheduled_date"":""2026-04-01"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.467Z""","""2026-04-07T02:14:07.467Z""","Vendor Liaison","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","316","TURN-060","""2026-04-01T00:00:00.000Z""","4","4","Paint","in_progress","3","false",,"Fresh Coat Contractors","false","none","unit,property,regional"
"86","WO-061","6",,,"571","General","Regular unit progression for unit 317","low","submitted","""2026-04-04T00:00:00.000Z""",,,"24","missed","50.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Paint"",""status"":""Open"",""vendor"":""Fresh Coat Contractors"",""turn_id"":""TURN-061"",""category"":""General"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Vendor Liaison"",""description"":""Regular unit progression for unit 317"",""region_name"":""East Region"",""unit_number"":""317"",""actual_hours"":""0"",""created_date"":""2026-04-04"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""1"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-061"",""completed_date"":"""",""scheduled_date"":""2026-04-03"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""3"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.479Z""","""2026-04-07T02:14:07.479Z""","Vendor Liaison","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","317","TURN-061","""2026-04-03T00:00:00.000Z""","3","0","Paint","in_progress","1","false",,"Fresh Coat Contractors","false","none","unit,property,regional"
"87","WO-062","6",,,"572","General","Regular unit progression for unit 318","low","completed","""2026-04-05T00:00:00.000Z""",,"""2026-04-04T00:00:00.000Z""","24","missed","26.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Maintenance"",""status"":""Completed"",""vendor"":""Internal Maintenance"",""turn_id"":""TURN-062"",""category"":""General"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Tech Mike"",""description"":""Regular unit progression for unit 318"",""region_name"":""East Region"",""unit_number"":""318"",""actual_hours"":""5"",""created_date"":""2026-04-05"",""delay_reason"":"""",""stage_status"":""completed"",""days_in_stage"":""2"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-062"",""completed_date"":""2026-04-04"",""scheduled_date"":""2026-04-01"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.491Z""","""2026-04-07T02:14:07.491Z""","Tech Mike","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","318","TURN-062","""2026-04-01T00:00:00.000Z""","4","5","Maintenance","completed","2","false",,"Internal Maintenance","false","none","unit,property,regional"
"88","WO-063","6",,,"573","General","Regular unit progression for unit 319","low","submitted","""2026-04-02T00:00:00.000Z""",,,"24","missed","98.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-063"",""category"":""General"",""priority"":""Low"",""is_blocked"":""False"",""assigned_to"":""Tech Sara"",""description"":""Regular unit progression for unit 319"",""region_name"":""East Region"",""unit_number"":""319"",""actual_hours"":""2"",""created_date"":""2026-04-02"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""2"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-063"",""completed_date"":"""",""scheduled_date"":""2026-04-03"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""1"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.506Z""","""2026-04-07T02:14:07.506Z""","Tech Sara","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","319","TURN-063","""2026-04-03T00:00:00.000Z""","1","2","Cleaning","in_progress","2","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"89","WO-064","6",,,"574","Appliance","Regular unit progression for unit 320","medium","submitted","""2026-04-01T00:00:00.000Z""",,,"24","missed","122.24","false","{""notes"":""Baseline row outside rework cluster"",""stage"":""Cleaning"",""status"":""Open"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-064"",""category"":""Appliance"",""priority"":""Medium"",""is_blocked"":""False"",""assigned_to"":""Tech Sara"",""description"":""Regular unit progression for unit 320"",""region_name"":""East Region"",""unit_number"":""320"",""actual_hours"":""2"",""created_date"":""2026-04-01"",""delay_reason"":"""",""stage_status"":""in_progress"",""days_in_stage"":""3"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-064"",""completed_date"":"""",""scheduled_date"":""2026-04-05"",""bottleneck_flag"":""False"",""bottleneck_type"":""none"",""estimated_hours"":""1"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.518Z""","""2026-04-07T02:14:07.518Z""","Tech Sara","Baseline row outside rework cluster","East Region","Maple Ridge Apartments","320","TURN-064","""2026-04-05T00:00:00.000Z""","1","2","Cleaning","in_progress","3","false",,"Internal Cleaning Crew","false","none","unit,property,regional"
"90","WO-065","5","842",,"575","Cleaning","Cleaning delayed after flooring completion","high","in_progress","""2026-03-28T00:00:00.000Z""",,,"24","missed","218.24","false","{""notes"":""Regional comparison outlier"",""stage"":""Cleaning"",""status"":""In Progress"",""vendor"":""Internal Cleaning Crew"",""turn_id"":""TURN-065"",""category"":""Cleaning"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Team B"",""description"":""Cleaning delayed after flooring completion"",""region_name"":""North Region"",""unit_number"":""129"",""actual_hours"":""2"",""created_date"":""2026-03-28"",""delay_reason"":""Cleaning team backlog"",""stage_status"":""in_progress"",""days_in_stage"":""7"",""property_name"":""Stonewood Village"",""work_order_id"":""WO-065"",""completed_date"":"""",""scheduled_date"":""2026-03-29"",""bottleneck_flag"":""True"",""bottleneck_type"":""post-flooring_delay"",""estimated_hours"":""4"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.531Z""","""2026-04-07T02:14:07.531Z""","Team B","Regional comparison outlier","North Region","Stonewood Village","129","TURN-065","""2026-03-29T00:00:00.000Z""","4","2","Cleaning","in_progress","7","true","Cleaning team backlog","Internal Cleaning Crew","true","post-flooring_delay","unit,property,regional"
"91","WO-066","8",,,"576","Turn","Turn stalled awaiting final inspection","critical","submitted","""2026-03-29T00:00:00.000Z""",,,"24","missed","194.24","false","{""notes"":""Regional comparison outlier"",""stage"":""Inspection"",""status"":""Open"",""vendor"":""Property Supervisor"",""turn_id"":""TURN-066"",""category"":""Turn"",""priority"":""Critical"",""is_blocked"":""True"",""assigned_to"":""Property Supervisor"",""description"":""Turn stalled awaiting final inspection"",""region_name"":""North Region"",""unit_number"":""228"",""actual_hours"":""0"",""created_date"":""2026-03-29"",""delay_reason"":""Supervisor availability delay"",""stage_status"":""not_started"",""days_in_stage"":""6"",""property_name"":""Cedars of Chili"",""work_order_id"":""WO-066"",""completed_date"":"""",""scheduled_date"":""2026-03-30"",""bottleneck_flag"":""True"",""bottleneck_type"":""inspection_queue"",""estimated_hours"":""2"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.543Z""","""2026-04-07T02:14:07.543Z""","Property Supervisor","Regional comparison outlier","North Region","Cedars of Chili","228","TURN-066","""2026-03-30T00:00:00.000Z""","2","0","Inspection","not_started","6","true","Supervisor availability delay","Property Supervisor","true","inspection_queue","unit,property,regional"
"92","WO-067","6",,,"577","Turn","Paint crew reschedule affecting unit turnover","high","in_progress","""2026-04-01T00:00:00.000Z""",,,"24","missed","122.24","false","{""notes"":""Regional comparison outlier"",""stage"":""Paint"",""status"":""In Progress"",""vendor"":""Fresh Coat Contractors"",""turn_id"":""TURN-067"",""category"":""Turn"",""priority"":""High"",""is_blocked"":""True"",""assigned_to"":""Team A"",""description"":""Paint crew reschedule affecting unit turnover"",""region_name"":""East Region"",""unit_number"":""325"",""actual_hours"":""2"",""created_date"":""2026-04-01"",""delay_reason"":""Vendor reschedule"",""stage_status"":""in_progress"",""days_in_stage"":""5"",""property_name"":""Maple Ridge Apartments"",""work_order_id"":""WO-067"",""completed_date"":"""",""scheduled_date"":""2026-04-02"",""bottleneck_flag"":""True"",""bottleneck_type"":""vendor_delay"",""estimated_hours"":""5"",""aggregation_scope"":""unit,property,regional""}","a09e88e2-c6e6-4475-8be8-d3c54ebc8ef6","""2026-04-07T02:14:07.556Z""","""2026-04-07T02:14:07.556Z""","Team A","Regional comparison outlier","East Region","Maple Ridge Apartments","325","TURN-067","""2026-04-02T00:00:00.000Z""","5","2","Paint","in_progress","5","true","Vendor reschedule","Fresh Coat Contractors","true","vendor_delay","unit,property,regional"